team,MP,FGA,FG%,3PA,3P%,2PA,2P%,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense_eFG%,Offense_TOV%,Offense_ORB%,Offense_FT/FGA,Defense_eFG%,Defense_TOV%,Defense_ORB%,Defense_FT/FGA,MVP,DPOY,sixth,COY,rounds
2005 Denver Nuggets,240.9,80.7,0.459,11.5,0.34,69.2,0.479,28.2,0.763,11.8,30.2,23.9,9.1,6.0,14.9,22.9,99.5,26.7,49.0,33.0,2.02,0.2,2.23,106.0,103.9,2.1,93.5,0.35,0.142,0.535,0.483,13.8,28.4,0.267,0.482,15.1,71.7,0.247,0,0,0,0,0
2005 Orlando Magic,240.3,81.5,0.454,11.2,0.349,70.3,0.471,28.5,0.759,12.7,31.0,19.3,7.7,5.4,16.1,23.6,99.5,26.5,36.0,46.0,-2.24,-0.27,-2.52,104.9,107.3,-2.4,94.7,0.35,0.137,0.529,0.478,14.6,29.9,0.265,0.484,13.2,71.3,0.255,0,0,0,0,-1
2005 Philadelphia 76ers,242.1,82.1,0.437,17.7,0.348,64.4,0.462,26.8,0.789,11.1,30.9,20.9,9.2,3.9,15.5,22.9,99.1,26.4,43.0,39.0,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,0.326,0.216,0.528,0.475,14.2,25.4,0.257,0.485,15.4,72.7,0.267,0,0,0,0,0
2005 Seattle SuperSonics,240.9,79.2,0.444,22.2,0.365,57.0,0.474,26.0,0.79,12.7,28.2,18.1,6.7,4.1,13.6,23.7,98.9,26.0,52.0,30.0,2.29,0.3,2.59,112.2,109.6,2.6,87.9,0.328,0.281,0.546,0.495,13.0,32.4,0.259,0.496,12.9,71.3,0.249,0,0,0,0,1
2005 Los Angeles Lakers,241.2,80.8,0.437,22.1,0.355,58.7,0.467,26.1,0.777,12.5,30.6,20.4,6.2,4.2,14.3,21.9,98.7,26.0,34.0,48.0,-2.96,0.64,-2.32,108.1,111.4,-3.3,90.8,0.322,0.273,0.535,0.485,13.4,29.5,0.251,0.493,11.0,71.1,0.218,0,0,0,0,-1
2005 Golden State Warriors,242.7,85.8,0.43,21.6,0.352,64.2,0.457,23.8,0.722,13.0,29.7,22.1,7.8,5.1,13.6,22.4,98.7,26.7,34.0,48.0,-2.16,0.42,-1.74,104.7,106.9,-2.2,93.3,0.278,0.252,0.512,0.475,12.3,27.8,0.201,0.491,13.9,69.7,0.227,0,0,0,0,-1
2005 New York Knicks,242.4,80.5,0.451,15.1,0.356,65.4,0.473,25.1,0.767,11.8,29.2,20.3,7.7,3.2,14.7,23.7,97.3,27.3,33.0,49.0,-2.44,-0.28,-2.72,106.2,108.9,-2.7,90.7,0.312,0.188,0.531,0.485,13.8,28.3,0.239,0.501,13.8,71.2,0.265,0,0,0,0,-1
2005 Milwaukee Bucks,241.2,80.2,0.45,11.3,0.351,69.0,0.467,27.2,0.772,12.0,29.3,21.0,6.5,3.5,13.8,21.9,97.2,26.9,30.0,52.0,-2.99,-0.1,-3.09,106.6,109.8,-3.2,90.8,0.339,0.141,0.527,0.475,13.0,29.0,0.261,0.499,12.4,72.0,0.233,0,0,0,0,-1
2005 Minnesota Timberwolves,240.9,80.8,0.459,14.0,0.345,66.9,0.483,22.2,0.796,11.5,31.5,23.4,5.6,5.5,13.2,21.6,96.8,29.0,44.0,38.0,1.45,0.28,1.73,108.2,106.6,1.6,89.1,0.275,0.173,0.534,0.489,12.7,28.6,0.219,0.472,11.2,71.4,0.208,0,0,0,0,-1
2005 Cleveland Cavaliers,242.1,81.5,0.447,11.0,0.332,70.5,0.465,26.5,0.752,13.6,28.7,22.6,8.0,5.6,13.9,22.6,96.5,26.5,42.0,40.0,0.79,-0.52,0.27,106.6,105.7,0.9,89.7,0.325,0.135,0.518,0.47,13.0,32.5,0.244,0.485,14.1,71.5,0.248,0,0,0,0,-1
2005 San Antonio Spurs,241.5,78.7,0.453,17.0,0.363,61.6,0.478,25.9,0.724,12.0,30.4,21.6,7.5,6.6,13.7,20.9,96.2,28.5,59.0,23.0,7.8,0.03,7.84,107.5,98.8,8.7,88.9,0.329,0.216,0.534,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236,0,0,0,0,4
2005 Los Angeles Clippers,244.3,77.7,0.459,8.2,0.345,69.5,0.473,27.7,0.778,12.0,29.9,23.2,7.3,5.1,15.7,22.2,95.7,25.5,37.0,45.0,-0.77,0.3,-0.47,105.5,106.4,-0.9,89.1,0.357,0.105,0.533,0.477,14.9,30.3,0.278,0.48,13.0,71.3,0.235,0,0,0,0,-1
2005 Houston Rockets,242.1,78.3,0.443,18.5,0.364,59.7,0.468,24.2,0.781,10.7,31.7,21.1,6.9,4.6,13.8,22.0,95.1,29.7,51.0,31.0,4.04,0.23,4.27,106.2,101.7,4.5,88.8,0.309,0.237,0.534,0.486,13.5,26.3,0.242,0.459,12.9,74.5,0.245,0,0,0,0,0
2005 Chicago Bulls,241.8,80.4,0.432,17.5,0.357,62.9,0.453,25.0,0.75,12.2,31.6,21.3,7.0,4.5,16.7,24.7,94.5,25.0,47.0,35.0,1.06,-0.41,0.65,101.4,100.3,1.1,92.4,0.311,0.217,0.517,0.471,15.5,28.4,0.233,0.454,14.4,72.6,0.262,0,0,1,0,0
2005 Charlotte Bobcats,242.4,83.6,0.432,10.7,0.363,72.9,0.442,25.6,0.709,13.2,28.5,21.9,8.5,5.4,14.5,23.1,94.3,24.9,18.0,64.0,-5.99,-0.16,-6.15,101.1,107.5,-6.4,92.3,0.306,0.128,0.497,0.455,13.3,29.5,0.217,0.497,14.7,70.9,0.269,0,0,0,0,-1
2005 Memphis Grizzlies,240.3,76.5,0.447,18.1,0.357,58.4,0.475,24.7,0.754,10.8,28.1,20.9,8.5,5.8,14.6,23.3,93.4,26.3,45.0,37.0,2.29,0.34,2.64,105.5,102.9,2.6,88.5,0.323,0.237,0.535,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27,0,0,0,0,0
2005 Detroit Pistons,243.4,78.3,0.444,12.8,0.345,65.5,0.463,26.2,0.739,12.9,30.6,21.8,7.0,6.1,13.8,20.0,93.3,27.9,54.0,28.0,3.87,-0.55,3.31,105.6,101.2,4.4,87.2,0.335,0.164,0.519,0.472,13.3,31.2,0.247,0.461,13.5,73.0,0.207,0,1,0,0,3
2005 Utah Jazz,241.2,76.8,0.449,9.3,0.328,67.5,0.465,27.7,0.757,12.8,27.4,22.3,6.6,4.6,15.8,26.7,93.0,25.7,26.0,56.0,-4.27,0.53,-3.74,104.7,109.5,-4.8,88.4,0.361,0.121,0.522,0.469,15.0,31.9,0.273,0.499,14.2,72.3,0.34,0,0,0,0,-1
2005 Indiana Pacers,242.7,75.2,0.432,19.2,0.344,56.0,0.463,26.9,0.792,10.6,29.5,18.2,7.5,4.4,14.3,23.0,93.0,28.3,44.0,38.0,0.76,-0.27,0.49,105.5,104.6,0.9,87.2,0.358,0.255,0.534,0.476,14.1,26.4,0.283,0.472,13.6,71.3,0.261,0,0,0,0,1
2005 Portland Trail Blazers,240.6,78.3,0.451,14.2,0.362,64.2,0.471,23.7,0.725,11.8,29.3,21.0,7.1,6.6,16.0,20.8,92.9,27.0,27.0,55.0,-4.0,0.55,-3.45,103.2,107.7,-4.5,89.8,0.303,0.181,0.524,0.484,15.2,29.6,0.219,0.479,12.6,67.7,0.204,0,0,0,0,-1
2005 Atlanta Hawks,242.1,81.4,0.441,11.9,0.312,69.5,0.463,24.3,0.711,13.4,28.5,19.7,7.7,4.2,16.1,24.5,92.7,26.0,13.0,69.0,-9.71,0.09,-9.62,100.6,111.1,-10.5,91.4,0.299,0.146,0.504,0.464,14.9,30.7,0.212,0.513,14.0,72.1,0.289,0,0,0,0,-1
2005 New Jersey Nets,242.7,78.3,0.429,14.7,0.362,63.6,0.444,24.9,0.763,10.4,29.1,21.6,7.9,3.8,14.2,24.2,91.4,27.8,42.0,40.0,-1.5,-0.32,-1.82,101.4,103.1,-1.7,89.1,0.318,0.187,0.512,0.463,13.7,25.5,0.242,0.479,15.2,73.2,0.278,0,0,0,0,0
2005 New Orleans Hornets,243.0,80.0,0.415,16.0,0.315,63.9,0.44,22.3,0.766,12.4,27.8,21.0,6.7,3.8,14.8,23.0,88.4,27.5,18.0,64.0,-7.07,0.78,-6.3,99.7,107.7,-8.0,87.6,0.279,0.201,0.493,0.446,14.2,29.1,0.214,0.491,13.9,70.7,0.261,0,0,0,0,-1
2006 Phoenix Suns,243.4,87.4,0.479,25.6,0.399,61.8,0.511,18.0,0.806,9.5,32.3,26.6,6.7,5.0,13.3,20.5,108.4,27.5,54.0,28.0,5.55,-0.07,5.48,111.5,105.8,5.7,95.8,0.206,0.293,0.568,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,1,0,0,0,2
2006 Seattle SuperSonics,241.8,81.8,0.459,19.9,0.371,62.0,0.487,25.7,0.785,12.4,27.2,20.7,7.6,3.7,14.7,23.6,102.6,25.6,35.0,47.0,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,0.314,0.243,0.551,0.504,13.7,30.4,0.246,0.527,13.6,69.0,0.26,0,0,0,0,-1
2006 Washington Wizards,241.8,81.2,0.447,17.0,0.357,64.2,0.471,30.4,0.757,12.6,28.6,18.6,8.0,4.1,13.9,22.6,101.7,26.5,42.0,40.0,1.85,-0.29,1.57,109.3,107.3,2.0,92.3,0.375,0.209,0.538,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,0,0,0,0,0
2006 Toronto Raptors,243.4,81.0,0.454,19.8,0.375,61.2,0.479,25.5,0.791,10.5,27.9,19.4,6.5,3.3,13.1,24.0,101.1,25.9,27.0,55.0,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,0.315,0.244,0.548,0.5,12.4,25.4,0.249,0.53,13.5,73.3,0.263,0,0,0,0,-1
2006 Denver Nuggets,243.0,81.4,0.461,13.1,0.325,68.2,0.487,28.2,0.744,11.0,30.3,23.4,8.5,5.6,14.8,22.7,100.3,27.4,44.0,38.0,0.23,0.13,0.36,105.5,105.2,0.3,93.9,0.347,0.161,0.535,0.488,13.7,26.8,0.258,0.493,14.7,72.0,0.227,0,0,0,0,0
2006 Miami Heat,240.9,77.5,0.478,17.6,0.345,59.9,0.517,28.2,0.7,10.5,32.6,20.6,6.4,5.4,14.5,22.8,99.9,29.2,52.0,30.0,3.87,-0.27,3.59,108.7,104.5,4.2,91.6,0.363,0.227,0.556,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,0,0,0,0,4
2006 Philadelphia 76ers,242.7,79.8,0.458,12.6,0.364,67.3,0.476,28.4,0.76,10.6,29.6,20.2,7.9,4.9,14.1,20.9,99.4,26.5,38.0,44.0,-1.95,-0.15,-2.1,106.0,108.1,-2.1,92.7,0.356,0.158,0.538,0.487,13.3,25.6,0.27,0.5,14.3,71.3,0.24,0,0,0,0,-1
2006 Los Angeles Lakers,242.1,80.6,0.453,19.3,0.349,61.3,0.486,26.5,0.745,11.8,30.3,21.1,7.7,4.3,13.9,23.1,99.4,25.1,45.0,37.0,2.5,0.03,2.53,108.4,105.7,2.7,90.9,0.329,0.24,0.539,0.495,13.1,28.8,0.245,0.486,13.4,73.6,0.242,0,0,0,0,0
2006 Dallas Mavericks,242.4,77.7,0.462,13.6,0.374,64.2,0.481,28.3,0.783,12.6,29.6,18.0,7.2,6.0,13.6,22.4,99.1,27.5,60.0,22.0,6.07,-0.11,5.96,111.8,105.0,6.8,87.8,0.364,0.175,0.55,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,0,0,0,1,3
2006 Sacramento Kings,241.8,79.3,0.454,17.2,0.351,62.1,0.483,26.5,0.784,10.4,30.2,22.3,7.4,3.6,14.6,20.4,98.9,27.2,44.0,38.0,1.54,0.07,1.61,106.7,105.0,1.7,91.9,0.334,0.217,0.544,0.492,13.9,25.4,0.262,0.488,13.7,72.2,0.21,0,0,0,0,0
2006 Golden State Warriors,241.8,82.7,0.433,22.3,0.341,60.4,0.467,26.7,0.718,12.0,30.3,20.7,7.4,4.4,14.1,23.7,98.5,25.6,34.0,48.0,-1.35,0.25,-1.11,104.8,106.2,-1.4,93.3,0.323,0.27,0.521,0.479,13.0,26.9,0.232,0.492,14.1,71.6,0.243,0,0,0,0,-1
2006 Boston Celtics,242.4,77.1,0.467,15.7,0.362,61.4,0.494,26.9,0.755,9.9,29.7,20.9,7.0,5.1,16.6,24.8,98.0,25.3,33.0,49.0,-1.54,-0.05,-1.59,105.2,106.9,-1.7,92.2,0.349,0.204,0.551,0.504,15.7,25.5,0.263,0.49,13.8,72.8,0.282,0,0,0,0,-1
2006 Milwaukee Bucks,242.1,80.1,0.453,16.3,0.38,63.8,0.472,25.8,0.738,11.3,29.9,21.6,7.3,3.3,14.6,23.2,97.8,25.5,40.0,42.0,-1.04,-0.04,-1.07,106.3,107.4,-1.1,91.2,0.322,0.203,0.535,0.492,13.8,27.3,0.238,0.504,13.8,74.6,0.262,0,0,0,0,0
2006 Chicago Bulls,242.7,82.2,0.446,18.0,0.379,64.1,0.465,24.0,0.738,11.0,31.7,22.0,6.2,4.2,14.9,24.9,97.8,24.1,41.0,41.0,0.63,-0.12,0.51,104.0,103.4,0.6,92.9,0.292,0.219,0.527,0.487,13.9,26.3,0.216,0.464,13.9,74.7,0.295,0,0,0,0,0
2006 Cleveland Cavaliers,241.8,78.2,0.454,17.9,0.339,60.3,0.487,28.3,0.729,11.7,30.6,19.0,6.9,4.8,13.9,21.1,97.6,27.1,50.0,32.0,2.23,-0.06,2.17,107.8,105.4,2.4,89.8,0.362,0.228,0.538,0.492,13.3,28.4,0.263,0.49,12.8,75.7,0.226,0,0,0,0,1
2006 Los Angeles Clippers,241.5,78.6,0.465,10.3,0.344,68.3,0.483,26.1,0.791,10.1,33.0,20.8,6.5,6.1,14.5,22.8,97.2,26.8,47.0,35.0,1.57,0.18,1.75,105.3,103.6,1.7,91.7,0.332,0.131,0.54,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24,0,0,0,0,1
2006 Atlanta Hawks,242.4,79.2,0.454,14.1,0.367,65.1,0.472,26.9,0.75,13.0,27.2,19.8,7.2,4.8,15.7,25.0,97.2,22.7,26.0,56.0,-4.76,0.07,-4.69,106.4,111.6,-5.2,90.4,0.34,0.178,0.534,0.486,14.7,31.4,0.255,0.513,14.1,69.5,0.275,0,0,0,0,-1
2006 Charlotte Bobcats,242.7,83.5,0.433,15.4,0.339,68.1,0.454,26.7,0.729,12.1,27.7,20.9,10.0,4.3,14.2,23.9,96.9,25.2,26.0,56.0,-4.0,0.1,-3.9,102.5,106.7,-4.2,93.4,0.319,0.184,0.509,0.464,13.0,27.1,0.233,0.514,16.5,70.7,0.263,0,0,0,0,-1
2006 Detroit Pistons,241.8,80.0,0.455,17.7,0.384,62.3,0.475,23.8,0.727,11.9,28.6,24.0,7.1,6.0,11.4,18.5,96.8,28.5,64.0,18.0,6.67,-0.44,6.24,110.8,103.1,7.7,86.8,0.297,0.221,0.535,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,0,1,0,0,2
2006 New York Knicks,243.0,75.7,0.455,10.8,0.362,64.9,0.47,31.5,0.726,12.6,28.8,17.9,6.8,3.3,17.7,26.3,95.6,25.6,23.0,59.0,-6.4,0.11,-6.3,104.0,111.0,-7.0,90.8,0.417,0.142,0.534,0.481,16.5,31.2,0.303,0.511,13.4,72.8,0.294,0,0,0,0,-1
2006 San Antonio Spurs,241.5,77.3,0.472,16.6,0.385,60.7,0.496,23.1,0.702,10.4,31.1,20.9,6.6,5.7,13.7,20.9,95.6,29.8,63.0,19.0,6.82,-0.13,6.69,107.3,99.6,7.7,88.5,0.298,0.215,0.546,0.513,13.6,26.0,0.209,0.457,13.5,74.2,0.22,0,0,0,0,1
2006 Orlando Magic,242.7,75.2,0.472,9.7,0.376,65.5,0.486,27.8,0.73,10.9,29.3,18.2,6.5,4.4,15.1,23.3,94.9,25.5,36.0,46.0,-1.07,-0.18,-1.26,106.3,107.5,-1.2,88.3,0.369,0.129,0.543,0.496,14.7,28.5,0.27,0.49,13.0,72.5,0.264,0,0,0,0,-1
2006 Indiana Pacers,240.6,76.5,0.444,18.7,0.349,57.8,0.475,26.3,0.737,11.0,31.2,19.9,7.3,5.0,15.3,22.2,93.9,27.3,41.0,41.0,1.89,-0.27,1.62,104.5,102.4,2.1,89.7,0.344,0.245,0.533,0.487,14.8,27.1,0.254,0.464,13.0,72.6,0.232,0,0,0,0,0
2006 New Jersey Nets,241.2,77.0,0.44,17.6,0.33,59.4,0.472,26.7,0.758,10.0,31.0,23.0,6.8,3.4,13.6,23.2,93.8,28.6,49.0,33.0,1.37,-0.26,1.11,103.9,102.4,1.5,89.8,0.346,0.229,0.528,0.478,13.3,24.0,0.262,0.476,14.0,76.3,0.266,0,0,0,0,1
2006 New Orleans/Oklahoma City Hornets,241.5,78.4,0.44,10.8,0.339,67.6,0.457,26.5,0.758,11.2,29.0,18.5,7.5,3.8,13.4,21.8,92.8,26.3,38.0,44.0,-2.82,0.31,-2.51,103.7,106.8,-3.1,89.0,0.339,0.138,0.515,0.464,12.9,26.9,0.257,0.502,14.3,73.4,0.243,0,0,0,0,-1
2006 Utah Jazz,242.4,75.7,0.442,11.3,0.336,64.4,0.461,30.1,0.719,13.1,29.0,21.6,6.4,6.0,15.7,24.8,92.4,25.6,41.0,41.0,-2.63,0.14,-2.49,104.1,107.0,-2.9,87.8,0.397,0.149,0.519,0.467,15.0,32.4,0.286,0.49,14.0,73.2,0.303,0,0,0,0,-1
2006 Memphis Grizzlies,242.1,74.7,0.448,19.2,0.374,55.5,0.474,25.3,0.711,10.2,29.0,19.3,7.3,5.4,13.8,21.4,92.2,28.1,49.0,33.0,3.7,0.05,3.74,105.9,101.6,4.3,86.3,0.339,0.258,0.537,0.496,13.9,25.8,0.241,0.469,14.7,72.0,0.237,0,0,1,0,0
2006 Minnesota Timberwolves,242.1,77.3,0.456,11.5,0.329,65.8,0.478,23.1,0.758,9.9,29.5,20.9,6.8,5.7,14.5,23.0,91.7,26.7,33.0,49.0,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,0.299,0.149,0.524,0.48,14.2,25.2,0.226,0.475,13.4,71.3,0.236,0,0,0,0,-1
2006 Houston Rockets,241.8,76.2,0.433,17.2,0.332,59.0,0.463,24.1,0.759,10.4,31.3,19.3,7.2,3.9,14.5,22.7,90.1,28.8,34.0,48.0,-1.59,0.28,-1.3,101.6,103.3,-1.7,88.0,0.317,0.226,0.519,0.471,14.3,25.5,0.24,0.472,13.1,74.6,0.247,0,0,0,0,-1
2006 Portland Trail Blazers,240.6,76.4,0.445,12.7,0.349,63.7,0.464,23.7,0.689,10.8,26.9,18.2,6.5,5.3,14.7,22.3,88.8,24.6,21.0,61.0,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.507,12.6,68.2,0.231,0,0,0,0,-1
2007 Phoenix Suns,242.7,83.6,0.494,24.0,0.399,59.6,0.532,22.3,0.808,9.0,31.5,25.9,6.7,4.8,14.5,20.2,110.2,27.6,61.0,21.0,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.492,13.6,71.9,0.206,0,0,1,0,1
2007 Golden State Warriors,240.9,86.0,0.463,24.0,0.356,62.0,0.504,25.8,0.717,11.5,30.0,23.8,9.1,5.7,16.0,23.6,106.5,24.6,42.0,40.0,-0.34,0.34,0.0,107.0,107.4,-0.4,99.2,0.3,0.279,0.548,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,0,0,0,0,1
2007 Denver Nuggets,241.2,83.0,0.465,17.6,0.336,65.4,0.5,29.9,0.746,12.2,31.2,23.4,8.3,5.3,16.5,21.4,105.4,26.5,45.0,37.0,1.62,0.07,1.69,107.6,105.9,1.7,97.4,0.36,0.212,0.548,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,0,1,0,0,0
2007 Washington Wizards,241.8,83.2,0.45,19.7,0.348,63.5,0.482,29.6,0.765,12.2,29.0,20.2,7.7,4.6,13.8,22.2,104.3,26.8,41.0,41.0,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.356,0.237,0.542,0.491,12.6,28.1,0.272,0.517,14.4,71.0,0.249,0,0,0,0,0
2007 Los Angeles Lakers,244.3,81.3,0.466,21.0,0.353,60.2,0.505,27.1,0.747,10.8,30.4,22.6,7.3,5.1,15.5,23.0,103.3,25.3,42.0,40.0,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,0.333,0.259,0.554,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262,0,0,0,0,0
2007 Memphis Grizzlies,243.7,78.6,0.465,16.6,0.367,62.0,0.491,29.4,0.761,10.6,29.0,20.5,6.9,5.0,16.4,22.3,101.6,26.2,22.0,60.0,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,0.374,0.211,0.555,0.504,15.2,25.9,0.285,0.529,14.0,71.1,0.237,0,0,0,0,-1
2007 Utah Jazz,241.5,78.9,0.474,12.9,0.335,66.0,0.501,30.0,0.743,12.6,30.0,24.7,7.0,4.1,15.6,25.2,101.5,25.9,51.0,31.0,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314,0,0,0,0,2
2007 Sacramento Kings,241.5,79.7,0.45,18.5,0.35,61.2,0.48,30.2,0.765,9.7,29.2,20.3,8.2,3.2,14.6,21.9,101.3,27.3,33.0,49.0,-1.8,0.46,-1.35,106.2,108.0,-1.8,94.8,0.379,0.232,0.545,0.491,13.5,23.1,0.289,0.513,14.9,72.5,0.24,0,0,0,0,-1
2007 Dallas Mavericks,240.9,78.6,0.467,17.1,0.381,61.4,0.491,24.9,0.805,11.2,30.7,19.9,6.8,5.0,13.9,22.4,100.0,28.1,67.0,15.0,7.22,0.06,7.28,111.3,103.2,8.1,89.5,0.317,0.218,0.559,0.509,13.4,28.7,0.256,0.477,14.2,75.0,0.265,1,0,0,0,0
2007 Milwaukee Bucks,242.1,81.9,0.465,18.0,0.356,63.9,0.495,23.4,0.733,11.5,27.7,21.6,7.2,2.7,15.1,22.2,99.7,26.0,28.0,54.0,-4.38,-0.06,-4.43,107.0,111.7,-4.7,92.3,0.286,0.219,0.541,0.504,14.1,27.6,0.209,0.522,14.5,68.1,0.234,0,0,0,0,-1
2007 Toronto Raptors,240.9,79.8,0.463,17.9,0.363,62.0,0.492,24.2,0.788,9.2,30.2,22.2,7.1,3.9,13.5,20.4,99.5,26.0,47.0,35.0,0.99,-0.38,0.61,107.0,106.0,1.0,92.6,0.303,0.224,0.55,0.504,13.0,22.2,0.239,0.503,14.3,74.5,0.219,0,0,0,1,0
2007 Seattle SuperSonics,241.8,80.8,0.46,17.7,0.362,63.1,0.487,23.3,0.791,11.3,28.3,20.7,7.7,3.7,15.5,22.0,99.1,25.9,31.0,51.0,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,0.288,0.219,0.544,0.499,14.5,27.8,0.228,0.515,14.1,70.9,0.243,0,0,0,0,-1
2007 Chicago Bulls,241.2,81.3,0.457,15.1,0.388,66.2,0.473,25.4,0.734,12.0,31.7,22.3,7.8,5.4,16.0,23.3,98.8,26.0,49.0,33.0,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.186,0.534,0.493,14.7,28.6,0.229,0.473,16.2,74.3,0.252,0,0,0,0,1
2007 San Antonio Spurs,241.2,77.2,0.474,19.0,0.381,58.1,0.504,24.1,0.751,9.3,31.4,22.1,7.2,5.1,13.9,19.4,98.5,30.4,58.0,24.0,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.471,14.0,75.7,0.201,0,0,0,0,4
2007 New Jersey Nets,242.4,77.8,0.457,20.4,0.363,57.4,0.49,26.3,0.727,10.0,30.8,23.9,6.1,3.3,14.8,22.8,97.6,28.2,41.0,41.0,-0.77,-0.23,-1.0,105.7,106.6,-0.9,91.4,0.338,0.263,0.546,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,0,0,0,0,1
2007 New York Knicks,244.0,77.5,0.457,16.7,0.346,60.8,0.487,29.2,0.715,12.6,30.7,18.7,6.6,3.2,17.1,23.6,97.5,25.4,33.0,49.0,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,0.377,0.216,0.539,0.494,15.9,31.0,0.27,0.504,13.0,74.0,0.246,0,0,0,0,-1
2007 Houston Rockets,242.1,79.6,0.445,23.1,0.372,56.5,0.475,23.2,0.753,10.7,32.6,20.8,7.1,4.1,14.2,20.9,97.0,28.2,52.0,30.0,4.85,0.19,5.04,106.0,100.7,5.3,90.7,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.466,13.6,77.0,0.23,0,0,0,0,0
2007 Charlotte Bobcats,244.0,81.0,0.446,15.6,0.357,65.4,0.467,26.0,0.734,11.2,28.6,22.4,7.8,4.5,14.9,24.2,96.9,25.5,33.0,49.0,-3.74,-0.22,-3.97,103.6,107.6,-4.0,92.0,0.322,0.193,0.524,0.48,13.9,26.4,0.236,0.5,14.7,71.6,0.279,0,0,0,0,-1
2007 Cleveland Cavaliers,242.4,81.2,0.447,17.1,0.352,64.1,0.473,26.0,0.696,12.7,30.8,20.8,7.6,4.3,14.4,21.7,96.8,26.9,50.0,32.0,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,0,0,0,0,3
2007 Minnesota Timberwolves,244.0,79.3,0.461,13.3,0.353,66.0,0.483,23.1,0.792,10.0,30.2,22.5,6.5,4.0,15.6,21.4,96.1,27.7,32.0,50.0,-3.67,0.51,-3.16,103.9,107.9,-4.0,91.0,0.291,0.167,0.537,0.49,14.8,25.1,0.231,0.498,13.3,72.1,0.226,0,0,0,0,-1
2007 Detroit Pistons,242.4,79.1,0.454,15.9,0.344,63.2,0.481,24.2,0.774,11.6,29.0,21.6,7.1,5.8,12.2,20.4,96.0,29.0,53.0,29.0,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.488,12.0,28.3,0.237,0.477,14.3,70.9,0.234,0,0,0,0,2
2007 Boston Celtics,242.1,78.7,0.443,15.6,0.367,63.1,0.462,26.6,0.767,11.2,29.2,19.9,7.2,4.7,16.5,24.0,95.8,23.5,24.0,58.0,-3.41,-0.29,-3.7,103.2,106.9,-3.7,92.0,0.337,0.199,0.53,0.479,15.4,27.0,0.259,0.502,14.5,73.8,0.28,0,0,0,0,-1
2007 Los Angeles Clippers,240.6,77.0,0.456,11.0,0.348,66.0,0.474,27.4,0.788,10.8,30.3,21.5,7.3,5.8,15.1,22.7,95.6,27.5,40.0,42.0,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,0.355,0.143,0.537,0.481,14.5,27.2,0.28,0.488,13.3,74.7,0.249,0,0,0,0,-1
2007 Indiana Pacers,241.2,80.0,0.438,16.9,0.346,63.1,0.462,25.9,0.76,12.1,29.8,20.5,7.3,5.5,16.3,23.3,95.6,27.2,35.0,47.0,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,0.324,0.212,0.523,0.474,15.1,28.4,0.246,0.491,14.8,72.7,0.271,0,0,0,0,-1
